,state_id,state_name,area_type,age_group,education_level,male,female,total
2742,31,State - LAKSHADWEEP,Rural,25-29,Total,682,623,1305
2743,31,State - LAKSHADWEEP,Rural,30-34,Total,642,593,1235
2744,31,State - LAKSHADWEEP,Rural,35-39,Total,590,526,1116
2745,31,State - LAKSHADWEEP,Rural,40-44,Total,478,438,916
2746,31,State - LAKSHADWEEP,Rural,45-49,Total,405,357,762
2747,31,State - LAKSHADWEEP,Rural,50-54,Total,368,301,669
2748,31,State - LAKSHADWEEP,Rural,55-59,Total,298,279,577
2749,31,State - LAKSHADWEEP,Rural,60-64,Total,227,198,425
2750,31,State - LAKSHADWEEP,Rural,65-69,Total,175,144,319
2751,31,State - LAKSHADWEEP,Rural,70-74,Total,75,95,170
2752,31,State - LAKSHADWEEP,Rural,75-79,Total,53,42,95
2753,31,State - LAKSHADWEEP,Rural,80+,Total,55,35,90
2754,31,State - LAKSHADWEEP,Rural,Age not stated,Total,20,7,27
2755,31,State - LAKSHADWEEP,Urban,All ages,Total,25880,24452,50332
2756,31,State - LAKSHADWEEP,Urban,0-6,Total,2847,2593,5440
2757,31,State - LAKSHADWEEP,Urban,7,Total,430,409,839
2758,31,State - LAKSHADWEEP,Urban,8,Total,336,332,668
2759,31,State - LAKSHADWEEP,Urban,9,Total,437,456,893
2760,31,State - LAKSHADWEEP,Urban,10,Total,487,520,1007
2761,31,State - LAKSHADWEEP,Urban,11,Total,455,475,930
2762,31,State - LAKSHADWEEP,Urban,12,Total,418,487,905
2763,31,State - LAKSHADWEEP,Urban,13,Total,421,467,888
2764,31,State - LAKSHADWEEP,Urban,14,Total,461,418,879
2765,31,State - LAKSHADWEEP,Urban,15,Total,475,449,924
2766,31,State - LAKSHADWEEP,Urban,16,Total,449,467,916
2767,31,State - LAKSHADWEEP,Urban,17,Total,455,466,921
2768,31,State - LAKSHADWEEP,Urban,18,Total,462,431,893
2769,31,State - LAKSHADWEEP,Urban,19,Total,442,381,823
2770,31,State - LAKSHADWEEP,Urban,20-24,Total,2391,2158,4549
2771,31,State - LAKSHADWEEP,Urban,25-29,Total,2453,2209,4662
2772,31,State - LAKSHADWEEP,Urban,30-34,Total,2135,2067,4202
2773,31,State - LAKSHADWEEP,Urban,35-39,Total,2166,2107,4273
2774,31,State - LAKSHADWEEP,Urban,40-44,Total,1975,1717,3692
2775,31,State - LAKSHADWEEP,Urban,45-49,Total,1570,1478,3048
2776,31,State - LAKSHADWEEP,Urban,50-54,Total,1257,1140,2397
2777,31,State - LAKSHADWEEP,Urban,55-59,Total,1215,1109,2324
2778,31,State - LAKSHADWEEP,Urban,60-64,Total,819,790,1609
2779,31,State - LAKSHADWEEP,Urban,65-69,Total,578,516,1094
2780,31,State - LAKSHADWEEP,Urban,70-74,Total,335,344,679
2781,31,State - LAKSHADWEEP,Urban,75-79,Total,191,207,398
2782,31,State - LAKSHADWEEP,Urban,80+,Total,166,225,391
2783,31,State - LAKSHADWEEP,Urban,Age not stated,Total,54,34,88
2784,32,State - KERALA,Total,All ages,Total,16027412,17378649,33406061
2785,32,State - KERALA,Total,0-6,Total,1768244,1704711,3472955
2786,32,State - KERALA,Total,7,Total,260663,249844,510507
2787,32,State - KERALA,Total,8,Total,257189,247863,505052
2788,32,State - KERALA,Total,9,Total,264628,255062,519690
2789,32,State - KERALA,Total,10,Total,296685,283995,580680
2790,32,State - KERALA,Total,11,Total,289140,278880,568020
2791,32,State - KERALA,Total,12,Total,276952,264832,541784
2792,32,State - KERALA,Total,13,Total,293478,285228,578706
2793,32,State - KERALA,Total,14,Total,282662,270918,553580
2794,32,State - KERALA,Total,15,Total,276123,265577,541700
2795,32,State - KERALA,Total,16,Total,261654,253505,515159
2796,32,State - KERALA,Total,17,Total,263097,254228,517325
2797,32,State - KERALA,Total,18,Total,269522,258075,527597
2798,32,State - KERALA,Total,19,Total,257903,250868,508771
2799,32,State - KERALA,Total,20-24,Total,1298826,1366983,2665809
2800,32,State - KERALA,Total,25-29,Total,1203978,1400114,2604092
2801,32,State - KERALA,Total,30-34,Total,1128217,1327284,2455501
2802,32,State - KERALA,Total,35-39,Total,1161819,1417854,2579673
2803,32,State - KERALA,Total,40-44,Total,1117424,1295074,2412498
2804,32,State - KERALA,Total,45-49,Total,1105598,1242932,2348530
2805,32,State - KERALA,Total,50-54,Total,931191,996954,1928145
2806,32,State - KERALA,Total,55-59,Total,861527,880881,1742408
2807,32,State - KERALA,Total,60-64,Total,685136,729535,1414671
2808,32,State - KERALA,Total,65-69,Total,459232,542902,1002134
2809,32,State - KERALA,Total,70-74,Total,326562,406810,733372
2810,32,State - KERALA,Total,75-79,Total,208317,293050,501367
2811,32,State - KERALA,Total,80+,Total,204348,337501,541849
2812,32,State - KERALA,Total,Age not stated,Total,17297,17189,34486
2813,32,State - KERALA,Rural,All ages,Total,8408054,9063081,17471135
2814,32,State - KERALA,Rural,0-6,Total,927888,895776,1823664
2815,32,State - KERALA,Rural,7,Total,137381,132302,269683
2816,32,State - KERALA,Rural,8,Total,135648,130816,266464
2817,32,State - KERALA,Rural,9,Total,139969,134764,274733
2818,32,State - KERALA,Rural,10,Total,157549,151068,308617
2819,32,State - KERALA,Rural,11,Total,152852,147734,300586
2820,32,State - KERALA,Rural,12,Total,147699,141597,289296
2821,32,State - KERALA,Rural,13,Total,155230,151908,307138
2822,32,State - KERALA,Rural,14,Total,149567,144134,293701
2823,32,State - KERALA,Rural,15,Total,145596,140291,285887
2824,32,State - KERALA,Rural,16,Total,137616,133506,271122
2825,32,State - KERALA,Rural,17,Total,137316,132410,269726
2826,32,State - KERALA,Rural,18,Total,140996,133994,274990
2827,32,State - KERALA,Rural,19,Total,134680,129408,264088
2828,32,State - KERALA,Rural,20-24,Total,680283,705778,1386061
2829,32,State - KERALA,Rural,25-29,Total,639039,729997,1369036
2830,32,State - KERALA,Rural,30-34,Total,592974,685286,1278260
2831,32,State - KERALA,Rural,35-39,Total,608341,736288,1344629
2832,32,State - KERALA,Rural,40-44,Total,578217,667921,1246138
2833,32,State - KERALA,Rural,45-49,Total,578437,649445,1227882
2834,32,State - KERALA,Rural,50-54,Total,484917,516245,1001162
2835,32,State - KERALA,Rural,55-59,Total,446860,456523,903383
2836,32,State - KERALA,Rural,60-64,Total,351377,373570,724947
2837,32,State - KERALA,Rural,65-69,Total,240537,284728,525265
2838,32,State - KERALA,Rural,70-74,Total,170673,211313,381986
2839,32,State - KERALA,Rural,75-79,Total,111752,154915,266667
2840,32,State - KERALA,Rural,80+,Total,115981,182706,298687
2841,32,State - KERALA,Rural,Age not stated,Total,8679,8658,17337
2842,32,State - KERALA,Urban,All ages,Total,7619358,8315568,15934926
2843,32,State - KERALA,Urban,0-6,Total,840356,808935,1649291
2844,32,State - KERALA,Urban,7,Total,123282,117542,240824
2845,32,State - KERALA,Urban,8,Total,121541,117047,238588
2846,32,State - KERALA,Urban,9,Total,124659,120298,244957
2847,32,State - KERALA,Urban,10,Total,139136,132927,272063
2848,32,State - KERALA,Urban,11,Total,136288,131146,267434
2849,32,State - KERALA,Urban,12,Total,129253,123235,252488
2850,32,State - KERALA,Urban,13,Total,138248,133320,271568
2851,32,State - KERALA,Urban,14,Total,133095,126784,259879
2852,32,State - KERALA,Urban,15,Total,130527,125286,255813
2853,32,State - KERALA,Urban,16,Total,124038,119999,244037
2854,32,State - KERALA,Urban,17,Total,125781,121818,247599
2855,32,State - KERALA,Urban,18,Total,128526,124081,252607
2856,32,State - KERALA,Urban,19,Total,123223,121460,244683
2857,32,State - KERALA,Urban,20-24,Total,618543,661205,1279748
2858,32,State - KERALA,Urban,25-29,Total,564939,670117,1235056
2859,32,State - KERALA,Urban,30-34,Total,535243,641998,1177241
2860,32,State - KERALA,Urban,35-39,Total,553478,681566,1235044
2861,32,State - KERALA,Urban,40-44,Total,539207,627153,1166360
2862,32,State - KERALA,Urban,45-49,Total,527161,593487,1120648
2863,32,State - KERALA,Urban,50-54,Total,446274,480709,926983
2864,32,State - KERALA,Urban,55-59,Total,414667,424358,839025
2865,32,State - KERALA,Urban,60-64,Total,333759,355965,689724
2866,32,State - KERALA,Urban,65-69,Total,218695,258174,476869
2867,32,State - KERALA,Urban,70-74,Total,155889,195497,351386
2868,32,State - KERALA,Urban,75-79,Total,96565,138135,234700
2869,32,State - KERALA,Urban,80+,Total,88367,154795,243162
2870,32,State - KERALA,Urban,Age not stated,Total,8618,8531,17149
2871,33,State - TAMIL NADU,Total,All ages,Total,36137975,36009055,72147030
2872,33,State - TAMIL NADU,Total,0-6,Total,3820276,3603556,7423832
2873,33,State - TAMIL NADU,Total,7,Total,585055,554812,1139867
2874,33,State - TAMIL NADU,Total,8,Total,575557,551476,1127033
2875,33,State - TAMIL NADU,Total,9,Total,584983,554241,1139224
2876,33,State - TAMIL NADU,Total,10,Total,666692,624299,1290991
2877,33,State - TAMIL NADU,Total,11,Total,629072,588086,1217158
2878,33,State - TAMIL NADU,Total,12,Total,623211,584365,1207576
2879,33,State - TAMIL NADU,Total,13,Total,635251,601385,1236636
2880,33,State - TAMIL NADU,Total,14,Total,634764,590422,1225186
2881,33,State - TAMIL NADU,Total,15,Total,664183,615611,1279794
2882,33,State - TAMIL NADU,Total,16,Total,610930,566844,1177774
2883,33,State - TAMIL NADU,Total,17,Total,623711,572969,1196680
2884,33,State - TAMIL NADU,Total,18,Total,683260,642072,1325332
2885,33,State - TAMIL NADU,Total,19,Total,647754,626458,1274212
2886,33,State - TAMIL NADU,Total,20-24,Total,3154804,3256739,6411543
2887,33,State - TAMIL NADU,Total,25-29,Total,3237374,3426372,6663746
2888,33,State - TAMIL NADU,Total,30-34,Total,2908749,2906811,5815560
2889,33,State - TAMIL NADU,Total,35-39,Total,2815205,3021251,5836456
2890,33,State - TAMIL NADU,Total,40-44,Total,2549846,2514363,5064209
2891,33,State - TAMIL NADU,Total,45-49,Total,2374915,2338141,4713056
2892,33,State - TAMIL NADU,Total,50-54,Total,1875563,1827897,3703460
2893,33,State - TAMIL NADU,Total,55-59,Total,1540924,1560218,3101142
2894,33,State - TAMIL NADU,Total,60-64,Total,1378039,1404569,2782608
2895,33,State - TAMIL NADU,Total,65-69,Total,896412,971958,1868370
2896,33,State - TAMIL NADU,Total,70-74,Total,693167,713362,1406529
2897,33,State - TAMIL NADU,Total,75-79,Total,353746,356495,710241
2898,33,State - TAMIL NADU,Total,80+,Total,339862,402148,742010
2899,33,State - TAMIL NADU,Total,Age not stated,Total,34670,32135,66805
2900,33,State - TAMIL NADU,Rural,All ages,Total,18679065,18550525,37229590
2901,33,State - TAMIL NADU,Rural,0-6,Total,2020550,1890752,3911302
2902,33,State - TAMIL NADU,Rural,7,Total,315690,298429,614119
2903,33,State - TAMIL NADU,Rural,8,Total,312939,298331,611270
2904,33,State - TAMIL NADU,Rural,9,Total,316394,297330,613724
2905,33,State - TAMIL NADU,Rural,10,Total,359065,334127,693192
2906,33,State - TAMIL NADU,Rural,11,Total,336677,311955,648632
2907,33,State - TAMIL NADU,Rural,12,Total,341181,315128,656309
2908,33,State - TAMIL NADU,Rural,13,Total,344941,322518,667459
2909,33,State - TAMIL NADU,Rural,14,Total,344302,315266,659568
2910,33,State - TAMIL NADU,Rural,15,Total,364062,331287,695349
2911,33,State - TAMIL NADU,Rural,16,Total,333404,301539,634943
2912,33,State - TAMIL NADU,Rural,17,Total,341577,303289,644866
2913,33,State - TAMIL NADU,Rural,18,Total,376212,342640,718852
2914,33,State - TAMIL NADU,Rural,19,Total,349978,329110,679088
2915,33,State - TAMIL NADU,Rural,20-24,Total,1658770,1656464,3315234
2916,33,State - TAMIL NADU,Rural,25-29,Total,1652498,1708000,3360498
2917,33,State - TAMIL NADU,Rural,30-34,Total,1419512,1405706,2825218
2918,33,State - TAMIL NADU,Rural,35-39,Total,1375375,1519260,2894635
2919,33,State - TAMIL NADU,Rural,40-44,Total,1244055,1251772,2495827
2920,33,State - TAMIL NADU,Rural,45-49,Total,1187892,1195482,2383374
2921,33,State - TAMIL NADU,Rural,50-54,Total,926233,936410,1862643
2922,33,State - TAMIL NADU,Rural,55-59,Total,765352,813158,1578510
2923,33,State - TAMIL NADU,Rural,60-64,Total,726363,757736,1484099
2924,33,State - TAMIL NADU,Rural,65-69,Total,490698,532226,1022924
2925,33,State - TAMIL NADU,Rural,70-74,Total,384159,386460,770619
2926,33,State - TAMIL NADU,Rural,75-79,Total,187116,178675,365791
2927,33,State - TAMIL NADU,Rural,80+,Total,185450,200214,385664
2928,33,State - TAMIL NADU,Rural,Age not stated,Total,18620,17261,35881
2929,33,State - TAMIL NADU,Urban,All ages,Total,17458910,17458530,34917440
2930,33,State - TAMIL NADU,Urban,0-6,Total,1799726,1712804,3512530
2931,33,State - TAMIL NADU,Urban,7,Total,269365,256383,525748
2932,33,State - TAMIL NADU,Urban,8,Total,262618,253145,515763
2933,33,State - TAMIL NADU,Urban,9,Total,268589,256911,525500
2934,33,State - TAMIL NADU,Urban,10,Total,307627,290172,597799
2935,33,State - TAMIL NADU,Urban,11,Total,292395,276131,568526
2936,33,State - TAMIL NADU,Urban,12,Total,282030,269237,551267
2937,33,State - TAMIL NADU,Urban,13,Total,290310,278867,569177
2938,33,State - TAMIL NADU,Urban,14,Total,290462,275156,565618
2939,33,State - TAMIL NADU,Urban,15,Total,300121,284324,584445
2940,33,State - TAMIL NADU,Urban,16,Total,277526,265305,542831
2941,33,State - TAMIL NADU,Urban,17,Total,282134,269680,551814
2942,33,State - TAMIL NADU,Urban,18,Total,307048,299432,606480
2943,33,State - TAMIL NADU,Urban,19,Total,297776,297348,595124
2944,33,State - TAMIL NADU,Urban,20-24,Total,1496034,1600275,3096309
2945,33,State - TAMIL NADU,Urban,25-29,Total,1584876,1718372,3303248
2946,33,State - TAMIL NADU,Urban,30-34,Total,1489237,1501105,2990342
2947,33,State - TAMIL NADU,Urban,35-39,Total,1439830,1501991,2941821
2948,33,State - TAMIL NADU,Urban,40-44,Total,1305791,1262591,2568382
2949,33,State - TAMIL NADU,Urban,45-49,Total,1187023,1142659,2329682
2950,33,State - TAMIL NADU,Urban,50-54,Total,949330,891487,1840817
2951,33,State - TAMIL NADU,Urban,55-59,Total,775572,747060,1522632
2952,33,State - TAMIL NADU,Urban,60-64,Total,651676,646833,1298509
2953,33,State - TAMIL NADU,Urban,65-69,Total,405714,439732,845446
2954,33,State - TAMIL NADU,Urban,70-74,Total,309008,326902,635910
2955,33,State - TAMIL NADU,Urban,75-79,Total,166630,177820,344450
2956,33,State - TAMIL NADU,Urban,80+,Total,154412,201934,356346
2957,33,State - TAMIL NADU,Urban,Age not stated,Total,16050,14874,30924
2958,34,State - PUDUCHERRY,Total,All ages,Total,612511,635442,1247953
2959,34,State - PUDUCHERRY,Total,0-6,Total,67527,65331,132858
2960,34,State - PUDUCHERRY,Total,7,Total,10237,9887,20124
2961,34,State - PUDUCHERRY,Total,8,Total,9990,9571,19561
2962,34,State - PUDUCHERRY,Total,9,Total,10276,9847,20123
2963,34,State - PUDUCHERRY,Total,10,Total,11433,11035,22468
2964,34,State - PUDUCHERRY,Total,11,Total,11050,10590,21640
2965,34,State - PUDUCHERRY,Total,12,Total,10292,9943,20235
2966,34,State - PUDUCHERRY,Total,13,Total,10681,10155,20836
2967,34,State - PUDUCHERRY,Total,14,Total,10480,10067,20547
2968,34,State - PUDUCHERRY,Total,15,Total,10812,10130,20942
2969,34,State - PUDUCHERRY,Total,16,Total,9985,9454,19439
2970,34,State - PUDUCHERRY,Total,17,Total,10113,9415,19528
2971,34,State - PUDUCHERRY,Total,18,Total,10731,10536,21267
2972,34,State - PUDUCHERRY,Total,19,Total,10590,10550,21140
2973,34,State - PUDUCHERRY,Total,20-24,Total,51287,57532,108819
2974,34,State - PUDUCHERRY,Total,25-29,Total,55052,63192,118244
2975,34,State - PUDUCHERRY,Total,30-34,Total,53761,57309,111070
2976,34,State - PUDUCHERRY,Total,35-39,Total,52655,54804,107459
2977,34,State - PUDUCHERRY,Total,40-44,Total,45482,44297,89779
2978,34,State - PUDUCHERRY,Total,45-49,Total,40625,38680,79305
2979,34,State - PUDUCHERRY,Total,50-54,Total,30858,30065,60923
2980,34,State - PUDUCHERRY,Total,55-59,Total,24615,25494,50109
2981,34,State - PUDUCHERRY,Total,60-64,Total,20498,23330,43828
2982,34,State - PUDUCHERRY,Total,65-69,Total,12154,15829,27983
2983,34,State - PUDUCHERRY,Total,70-74,Total,9861,12660,22521
2984,34,State - PUDUCHERRY,Total,75-79,Total,5494,7295,12789
2985,34,State - PUDUCHERRY,Total,80+,Total,5412,7903,13315
2986,34,State - PUDUCHERRY,Total,Age not stated,Total,560,541,1101
2987,34,State - PUDUCHERRY,Rural,All ages,Total,194907,200293,395200
2988,34,State - PUDUCHERRY,Rural,0-6,Total,22798,21716,44514
2989,34,State - PUDUCHERRY,Rural,7,Total,3342,3361,6703
2990,34,State - PUDUCHERRY,Rural,8,Total,3348,3188,6536
2991,34,State - PUDUCHERRY,Rural,9,Total,3432,3309,6741
2992,34,State - PUDUCHERRY,Rural,10,Total,3743,3737,7480
2993,34,State - PUDUCHERRY,Rural,11,Total,3716,3535,7251
2994,34,State - PUDUCHERRY,Rural,12,Total,3446,3334,6780
2995,34,State - PUDUCHERRY,Rural,13,Total,3574,3468,7042
2996,34,State - PUDUCHERRY,Rural,14,Total,3493,3305,6798
2997,34,State - PUDUCHERRY,Rural,15,Total,3520,3411,6931
2998,34,State - PUDUCHERRY,Rural,16,Total,3277,3115,6392
2999,34,State - PUDUCHERRY,Rural,17,Total,3343,3036,6379
3000,34,State - PUDUCHERRY,Rural,18,Total,3623,3554,7177
3001,34,State - PUDUCHERRY,Rural,19,Total,3631,3509,7140
3002,34,State - PUDUCHERRY,Rural,20-24,Total,17155,19117,36272
3003,34,State - PUDUCHERRY,Rural,25-29,Total,18442,20398,38840
3004,34,State - PUDUCHERRY,Rural,30-34,Total,16868,17246,34114
3005,34,State - PUDUCHERRY,Rural,35-39,Total,16190,16756,32946
3006,34,State - PUDUCHERRY,Rural,40-44,Total,13362,12855,26217
3007,34,State - PUDUCHERRY,Rural,45-49,Total,12218,11610,23828
3008,34,State - PUDUCHERRY,Rural,50-54,Total,8814,8648,17462
3009,34,State - PUDUCHERRY,Rural,55-59,Total,7082,7629,14711
3010,34,State - PUDUCHERRY,Rural,60-64,Total,6025,7136,13161
3011,34,State - PUDUCHERRY,Rural,65-69,Total,3751,4982,8733
3012,34,State - PUDUCHERRY,Rural,70-74,Total,3104,3889,6993
3013,34,State - PUDUCHERRY,Rural,75-79,Total,1605,1999,3604
3014,34,State - PUDUCHERRY,Rural,80+,Total,1747,2210,3957
3015,34,State - PUDUCHERRY,Rural,Age not stated,Total,258,240,498
3016,34,State - PUDUCHERRY,Urban,All ages,Total,417604,435149,852753
3017,34,State - PUDUCHERRY,Urban,0-6,Total,44729,43615,88344
3018,34,State - PUDUCHERRY,Urban,7,Total,6895,6526,13421
3019,34,State - PUDUCHERRY,Urban,8,Total,6642,6383,13025
3020,34,State - PUDUCHERRY,Urban,9,Total,6844,6538,13382
3021,34,State - PUDUCHERRY,Urban,10,Total,7690,7298,14988
3022,34,State - PUDUCHERRY,Urban,11,Total,7334,7055,14389
3023,34,State - PUDUCHERRY,Urban,12,Total,6846,6609,13455
3024,34,State - PUDUCHERRY,Urban,13,Total,7107,6687,13794
3025,34,State - PUDUCHERRY,Urban,14,Total,6987,6762,13749
3026,34,State - PUDUCHERRY,Urban,15,Total,7292,6719,14011
3027,34,State - PUDUCHERRY,Urban,16,Total,6708,6339,13047
3028,34,State - PUDUCHERRY,Urban,17,Total,6770,6379,13149
3029,34,State - PUDUCHERRY,Urban,18,Total,7108,6982,14090
3030,34,State - PUDUCHERRY,Urban,19,Total,6959,7041,14000
3031,34,State - PUDUCHERRY,Urban,20-24,Total,34132,38415,72547
3032,34,State - PUDUCHERRY,Urban,25-29,Total,36610,42794,79404
3033,34,State - PUDUCHERRY,Urban,30-34,Total,36893,40063,76956
3034,34,State - PUDUCHERRY,Urban,35-39,Total,36465,38048,74513
3035,34,State - PUDUCHERRY,Urban,40-44,Total,32120,31442,63562
3036,34,State - PUDUCHERRY,Urban,45-49,Total,28407,27070,55477
3037,34,State - PUDUCHERRY,Urban,50-54,Total,22044,21417,43461
3038,34,State - PUDUCHERRY,Urban,55-59,Total,17533,17865,35398
3039,34,State - PUDUCHERRY,Urban,60-64,Total,14473,16194,30667
3040,34,State - PUDUCHERRY,Urban,65-69,Total,8403,10847,19250
3041,34,State - PUDUCHERRY,Urban,70-74,Total,6757,8771,15528
3042,34,State - PUDUCHERRY,Urban,75-79,Total,3889,5296,9185
3043,34,State - PUDUCHERRY,Urban,80+,Total,3665,5693,9358
3044,34,State - PUDUCHERRY,Urban,Age not stated,Total,302,301,603
3045,35,State - ANDAMAN & NICOBAR ISLANDS,Total,All ages,Total,202871,177710,380581
3046,35,State - ANDAMAN & NICOBAR ISLANDS,Total,0-6,Total,20770,20108,40878
3047,35,State - ANDAMAN & NICOBAR ISLANDS,Total,7,Total,3208,3010,6218
3048,35,State - ANDAMAN & NICOBAR ISLANDS,Total,8,Total,3072,2868,5940
3049,35,State - ANDAMAN & NICOBAR ISLANDS,Total,9,Total,3103,3069,6172
3050,35,State - ANDAMAN & NICOBAR ISLANDS,Total,10,Total,3608,3443,7051
3051,35,State - ANDAMAN & NICOBAR ISLANDS,Total,11,Total,3506,3423,6929
3052,35,State - ANDAMAN & NICOBAR ISLANDS,Total,12,Total,3261,3213,6474
3053,35,State - ANDAMAN & NICOBAR ISLANDS,Total,13,Total,3367,3130,6497
3054,35,State - ANDAMAN & NICOBAR ISLANDS,Total,14,Total,3376,3140,6516
3055,35,State - ANDAMAN & NICOBAR ISLANDS,Total,15,Total,3480,3248,6728
3056,35,State - ANDAMAN & NICOBAR ISLANDS,Total,16,Total,3397,3102,6499
3057,35,State - ANDAMAN & NICOBAR ISLANDS,Total,17,Total,3400,3007,6407
3058,35,State - ANDAMAN & NICOBAR ISLANDS,Total,18,Total,3587,3283,6870
3059,35,State - ANDAMAN & NICOBAR ISLANDS,Total,19,Total,3402,3120,6522
3060,35,State - ANDAMAN & NICOBAR ISLANDS,Total,20-24,Total,19528,17587,37115
